RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-A/E/202526/0006,05-05-2025,Asset,Asset for New/Upgrade of facility,60140,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,IT,Yes,FY 25-26,Landlord work scope Coimbatore New Hub budgeted un,Approved,06-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,3,14411,0,,43233,Landlord work scope Coimbatore New Hub budgeted un,,0,0,,,
CPX-A/E/202526/0007,05-05-2025,Asset,Asset for New/Upgrade of facility,228349,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,IT,Yes,FY 25-26,Landlord work scope Coimbatore New Hub Budgeted Un,Approved,06-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,6 KVA UPS with 1 Hr Backup (APC SRCE6KUXI-IN)-Ops,Central,ITASSETS-OPS,128909,1,128909,0,,128909,Landlord work scope Coimbatore New Hub Budgeted Un,,0,0,,,
CPX-A/E/202526/0007,05-05-2025,Asset,Asset for New/Upgrade of facility,228349,E,E01,COIMBATORE APEX - E01 (HO),Dom Exp,IT,Yes,FY 25-26,Landlord work scope Coimbatore New Hub Budgeted Un,Approved,06-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,4,24860,0,,99440,Landlord work scope Coimbatore New Hub Budgeted un,,0,0,,,
CPX-A/E/202526/0008,22-05-2025,Asset,Asset for New/Upgrade of facility,18410,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Admin,No,,This capex is for the Procurement of Fire extingui,Sent for Approval,22-05-2025,,,User - Vishnu Shanmugam ,OFFICE EQUIPMENTS,Fire Extingushier-Ops,Local,OPSMHE&FACILITYASSET,0,8,2301.25,0,0,18410,This is the capex for Fire extinguisher for madura,V4 Fire protection,2301.25,18410,0,0,Yes
CPX-A/E/202526/0008,22-05-2025,Asset,Asset for New/Upgrade of facility,18410,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Admin,No,,This capex is for the Procurement of Fire extingui,Sent for Approval,22-05-2025,,,User - Vishnu Shanmugam ,OFFICE EQUIPMENTS,Fire Extingushier-Ops,Local,OPSMHE&FACILITYASSET,0,8,2301.25,0,0,18410,This is the capex for Fire extinguisher for madura,KMS Fire Safety,2543.75,20350,0,0,-
CPX-A/E/202526/0008,22-05-2025,Asset,Asset for New/Upgrade of facility,18410,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Admin,No,,This capex is for the Procurement of Fire extingui,Sent for Approval,22-05-2025,,,User - Vishnu Shanmugam ,OFFICE EQUIPMENTS,Fire Extingushier-Ops,Local,OPSMHE&FACILITYASSET,0,8,2301.25,0,0,18410,This is the capex for Fire extinguisher for madura,Heal and Safe Solutions,2778.75,22230,0,0,-
CPX-A/E/202526/0009,24-07-2025,Asset,Asset for New/Upgrade of facility,39190,E,E08,MADURAI APEX - E08 (HO),Dom Exp,Sales,No,,New Laptop Regarding for TBDM profile Madurai Loca,Approved,06-08-2025,,,User - S Muthu Selvi ,COMPUTER,LAPTOP - JM,Central,IT-Hardware,39190,1,39190,0,,39190,"Dear Team, Kindly provide a Laptop for the employe",,0,0,,,
CPX-A/E/202526/0010,01-08-2025,Asset,Asset for other reasons,36000,E,E16,KRISHNAGIRI BRANCH - E16 (BO),Dom Exp,vigilance,No,, 1.     04 x analog cameras are held at Krishnagir,Approved,07-08-2025,,,User - KAMAL D ,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,3,12000,0,,36000, 1.     04 x analog cameras are held at Krishnagir,,0,0,,,
CPX-A/H/202526/0002,16-04-2025,Asset,Asset for other reasons,46570,H,H66,HYDERABAD SCS APEX - H66 (HO),Dom Exp,Sales,Yes,FY25-26,Name : Nadia Reha Dsouza Grade: MM Designation: KA,Approved,23-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - MM,Central,IT-ASSETS-OTHERS,46570,1,46570,0,,46570,Name : Nadia Reha Dsouza Grade: MM Designation: KA,,0,0,,,
CPX-A/H/202526/0003,14-05-2025,Asset,Asset for New/Upgrade of facility,144000,H,H07,BASHEERBAGH BRANCH - H07 (BO),Dom Exp,Ops through IT,No,,Based on the operational planning and  site survey,Approved,18-06-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,12,12000,0,,144000,the existing Basheerbagh branch's (H07) outdated a,,0,0,,,
CPX-A/H/202526/0004,03-06-2025,Asset,Asset for other reasons,128750,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Rejected,09-06-2025,get alternate quote.,Vendor quote is high,Authority - Aneel Gambhir ,FURINTURE,CHAIRS-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,50,2575,0,18%gst,128750,I am writing to request chairs for our employees o,DCG Pack,2575,128750,7 days,30 days,Yes
CPX-A/H/202526/0004,03-06-2025,Asset,Asset for other reasons,128750,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Rejected,09-06-2025,get alternate quote.,Vendor quote is high,Authority - Aneel Gambhir ,FURINTURE,CHAIRS-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,50,2575,0,18%gst,128750,I am writing to request chairs for our employees o,AS CHAIRS,2500,125000,7 days,30 days,-
CPX-A/H/202526/0004,03-06-2025,Asset,Asset for other reasons,128750,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Rejected,09-06-2025,get alternate quote.,Vendor quote is high,Authority - Aneel Gambhir ,FURINTURE,CHAIRS-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,50,2575,0,18%gst,128750,I am writing to request chairs for our employees o,UNIVERSAL CHAIRS,2800,140000,7 days,30 days,-
CPX-A/H/202526/0005,03-06-2025,Asset,Asset for other reasons,186300,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Sent for Approval,03-06-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,150,1242,0,18 % GST,186300,L1 Vendor is DCG Pack,DCG Pack,1242,186300,7 days,30 days,Yes
CPX-A/H/202526/0005,03-06-2025,Asset,Asset for other reasons,186300,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Sent for Approval,03-06-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,150,1242,0,18 % GST,186300,L1 Vendor is DCG Pack,AS CHAIRS,1750,265000,7 days,30 days,-
CPX-A/H/202526/0005,03-06-2025,Asset,Asset for other reasons,186300,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Sent for Approval,03-06-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,150,1242,0,18 % GST,186300,L1 Vendor is DCG Pack,UNIVERSAL CHAIRS,1900,289000,7 days,30 days,-
CPX-A/H/202526/0006,03-06-2025,Asset,Asset for other reasons,128750,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Approved,05-07-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,50,2575,0,18%gst,128750,L1 Vendor is DCG Pack,DCG Pack,2575,128750,7 days,30days,Yes
CPX-A/H/202526/0006,03-06-2025,Asset,Asset for other reasons,128750,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Approved,05-07-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,50,2575,0,18%gst,128750,L1 Vendor is DCG Pack,AS CHAIRS,2500,125000,7 days,30days,-
CPX-A/H/202526/0006,03-06-2025,Asset,Asset for other reasons,128750,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Admin,No,,I am writing to request chairs for our employees o,Approved,05-07-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,50,2575,0,18%gst,128750,L1 Vendor is DCG Pack,UNIVERSAL CHAIRS,2800,140000,7 days,30days,-
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,78,2773,0,,216294,pallets,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,25,1148,0,,28700,crates,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,"Nilkamal BOPT (685mm Fork, 2 Ton Capacity)-Ops",Central,OPSMHE&FACILITYASSET,431000,2,431000,0,,862000,"Nilkamal BOPT (685mm Fork, 2 Ton Capacity)-Ops",,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,6,22000,0,,132000,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,5,8421,0,,42105,Weighing Machine - 35 kgs (Essae)-Ops,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,Weighing Machine - 300 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,16684.5,4,16684.5,0,,66738,Weighing Machine - 300 kgs (Essae)-Ops,,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,3,45455,0,,136365,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,HP 136nw Printer (MFP)-Ops,Central,ITASSETS-OPS,16907,1,16907,0,,16907,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,5,24860,0,,124300,"Requirement for HYD Apex upgrade, as per the confi",,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11) - OPS,Central,ITASSETS-OPS,2600,4,2600,0,,10400,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0009,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0009,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0009,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0010,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0010,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0010,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0011,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0011,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0011,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0012,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0012,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0012,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0013,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0013,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0013,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0014,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0014,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0014,16-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Sent for Approval,16-06-2025,,,User - Gagandeep lssar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0015,18-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,19-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0015,18-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,19-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0015,18-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,19-06-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0016,28-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,03-07-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144," Requirement for HYD Apex upgrade,as per the confi",,0,0,,,
CPX-A/H/202526/0016,28-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,03-07-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0016,28-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,03-07-2025,,,User - Hemavathi Kumar ,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0017,10-07-2025,Asset,Asset for New/Upgrade of facility,149200,H,H66,HYDERABAD SCS APEX - H66 (HO),Dom Exp,Admin,Yes,FY25,"IRA HANDLING EQUIPMENT SERVICES is L1 vendor, Othe",Approved,10-07-2025,,,User - DILEEP KUMAR BETHA ,PLANT & MACHINERY,Barricades,Local,Operation,0,7,5100,5500,Transport+18% tax,41200,Other Additional Charges:3200/- is Transport charg, IRA HANDLING EQUIPMENT SERVICES  ,5100,41200, 10 days , 100% advance ,Yes
CPX-A/H/202526/0017,10-07-2025,Asset,Asset for New/Upgrade of facility,149200,H,H66,HYDERABAD SCS APEX - H66 (HO),Dom Exp,Admin,Yes,FY25,"IRA HANDLING EQUIPMENT SERVICES is L1 vendor, Othe",Approved,10-07-2025,,,User - DILEEP KUMAR BETHA ,PLANT & MACHINERY,Barricades,Local,Operation,0,7,5100,5500,Transport+18% tax,41200,Other Additional Charges:3200/- is Transport charg, Miskin enterprises  ,3450,28100, 10 days , 50% ADVANCE PAYMENT PAY 30% Delivery completed in,-
