RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,Zone,Region,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetCategoryName_2,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-A/P/202526/0005,23-04-2025,Asset,Asset for New/Upgrade of facility,8421,P,P15,MARKET YARD BRANCH - P15 (BO),West,PNQ,Dom Exp,Ops,Yes,2024-25,"At present we have only 2 pcs for non dox booking,",Approved,21-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,1,8421,0,,8421,"At present we have only 2 pcs for non dox booking,",,0,0,,,
CPX-A/P/202526/0008,19-05-2025,Asset,Asset for New/Upgrade of facility,16211,P,P15,MARKET YARD BRANCH - P15 (BO),West,PNQ,Dom Exp,Ops,Yes,2025-26,Approval mail is attached ,Approved,22-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11) - OPS,Central,ITASSETS-OPS,2600,2,2600,0,,5200,Approval mail attached,,0,0,,,
CPX-A/P/202526/0008,19-05-2025,Asset,Asset for New/Upgrade of facility,16211,P,P15,MARKET YARD BRANCH - P15 (BO),West,PNQ,Dom Exp,Ops,Yes,2025-26,Approval mail is attached ,Approved,22-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITHOUT BLUETOOTH) - OP,Central,ITASSETS-OPS,11011,1,11011,0,,11011,Mail Approved ,,0,0,,,
CPX-A/P/202526/0012,02-06-2025,Asset,Asset for New/Upgrade of facility,57644,P,P44,PUNE DIGHI BRANCH - P44 (BO),West,PNQ,LTL,IT,No,,Approved from ZBH & Senior Manager P & E,Approved,18-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,4,14411,0,,57644,Approved from ZBH & Senior Manager P & E,,0,0,,,
CPX-A/P/202526/0026,29-07-2025,Asset,Asset for New/Upgrade of facility,257240,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,25-26,Raised capex  for shelving racks as per the approv,Approved,29-07-2025,,,User - Tikesh Patil ,PLANT & MACHINERY,PLANT & MACHINERY,Shelving Racks,Local,Operation,0,10,21800,39240,18%GST,257240,"Raising capex as per P&E team request , mentioned ",SAARCH VISTA,21800,257240,1WEEK,50%+50%,Yes
CPX-A/Q/202526/0001,02-05-2025,Asset,Asset for New/Upgrade of facility,62600,Q,Q09,AJMER BRANCH - Q09 (BO),North,RAJ,Dom Exp,Admin,No,,New Inverter & Battery is required for Ajmer Branc,Approved,09-05-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,PLANT & MACHINERY, INVERTER-OPS,Local,OPSMHE&FACILITYASSET,0,1,16000,1000,Installation Charges is Included & GST Extra,17000,New Inverter is required Ajmer Branch for Power Ba,Kalra Electricals,16000,17000,15 days,90% advance & 10% after completion of work,Yes
CPX-A/Q/202526/0001,02-05-2025,Asset,Asset for New/Upgrade of facility,62600,Q,Q09,AJMER BRANCH - Q09 (BO),North,RAJ,Dom Exp,Admin,No,,New Inverter & Battery is required for Ajmer Branc,Approved,09-05-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,PLANT & MACHINERY,BATTERY OPS,Local,OPSMHE&FACILITYASSET,0,4,11400,0,28% GST is Extra,45600,Battery & Inverter is required for Ajmer Branch fo,Kalra Electricals,11400,45600,15 days,90% advance & 10% after completion of work,Yes
CPX-A/Q/202526/0002,10-05-2025,Asset,Asset for New/Upgrade of facility,22000,Q,Q44,NEEMRANA BRANCH - Q44 (BO),North,RAJ,Dom Exp,Admin,No,,Neemrana Branch handles our LTL load also but curr,Approved,21-05-2025,,,Authority - Abhishek Chakraborty   ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,1,22000,0,,22000,Neemrana Branch handles our LTL load also but curr,,0,0,,,
CPX-A/Q/202526/0003,14-05-2025,Asset,Asset for other reasons,57331,Q,Q02,JODHPUR BRANCH - Q02 (BO),North,RAJ,Dom Exp,Ops through IT,Yes,FY 25-26,"Existing UPS is an obsolete model, where there is ",Approved,19-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,2 KVA UPS with 2 Hrs Backup (APC SRC2KUXI-IN)-Ops,Central,ITASSETS-OPS,57331,1,57331,0,,57331,"Existing UPS is an obsolete model, where there is ",,0,0,,,
CPX-A/Q/202526/0004,28-05-2025,Asset,Asset for New/Upgrade of facility,88825,Q,Q05,JAIPUR APEX - Q05 (HO),North,RAJ,Dom Exp,Admin,Yes,FY25-26,11 New Cooler is required for The rajasthan region,Approved,29-05-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY,COOLER-Ops,Local,OPSMHE&FACILITYASSET,0,11,7925,1650,Transportation is added & GST is extra,88825,11 New Cooler is required for The rajasthan region,DCG Tech Limited,7925,88825,7 days,100% after completion of work,Yes
CPX-A/R/202526/0004,17-05-2025,Asset,Asset for other reasons,99533,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2025,Capex raised for Procuring slotted angle racks for,Approved,19-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,SLOTTED ANGLE RACKS-Ops,Local,OPSMHE&FACILITYASSET,0,20,4217.5,15183,GST ,99533,Capex raised for Procuring slotted angle racks for,Anabiya Solutions,4217.5,99533,1 week,50%-50%,Yes
CPX-A/R/202526/0005,20-06-2025,Asset,Asset for New/Upgrade of facility,132677,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of MHE-IT assets for Akola Branch. Bud,Sent for Approval,20-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP),Central,IT-Hardware,45455,2,45455,0,,90910,Requirement of MHE-IT assets for Akola Branch. Sin,,0,0,,,
CPX-A/R/202526/0005,20-06-2025,Asset,Asset for New/Upgrade of facility,132677,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of MHE-IT assets for Akola Branch. Bud,Sent for Approval,20-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,Central,IT-Hardware,24860,1,24860,0,,24860,Requirement of MHE-IT assets for Akola Branch. Sin,,0,0,,,
CPX-A/R/202526/0005,20-06-2025,Asset,Asset for New/Upgrade of facility,132677,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of MHE-IT assets for Akola Branch. Bud,Sent for Approval,20-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,HP 136nw Printer (MFP),Central,IT-Hardware,16907,1,16907,0,,16907,Requirement of MHE-IT assets for Akola Branch. Sin,,0,0,,,
CPX-A/R/202526/0006,28-06-2025,Asset,Asset for New/Upgrade of facility,132677,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,IT,Yes,FY25-26,Requirement of MHE-IT assets for Akola Branch. Bud,Approved,28-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP),Central,IT-Hardware,45455,2,45455,0,,90910,Requirement of MHE-IT assets for Akola Branch. Sin,,0,0,,,
CPX-A/R/202526/0006,28-06-2025,Asset,Asset for New/Upgrade of facility,132677,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,IT,Yes,FY25-26,Requirement of MHE-IT assets for Akola Branch. Bud,Approved,28-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,Central,IT-Hardware,24860,1,24860,0,,24860,Requirement of MHE-IT assets for Akola Branch. Sin,,0,0,,,
CPX-A/R/202526/0006,28-06-2025,Asset,Asset for New/Upgrade of facility,132677,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,IT,Yes,FY25-26,Requirement of MHE-IT assets for Akola Branch. Bud,Approved,28-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,HP 136nw Printer (MFP),Central,IT-Hardware,16907,1,16907,0,,16907,Requirement of MHE-IT assets for Akola Branch. Sin,,0,0,,,
CPX-A/R/202526/0007,28-06-2025,Asset,Asset for other reasons,150450,R,R01,NAGPUR AIR APEX - R01 (HO),WEST,NGP,Dom Exp,Admin,No,,Approved from RBH and ZBH for the procurement of t,Approved,28-06-2025,,,User - Pratik Nagrare ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,5,25500,22950,18% ,150450,Approved from RBH and ZBH for the procurement of t,DELIGHT INTERIOR-FURNITURE LLP,25500,150450,7 days,50% advance remaining 50% after invoice,Yes
CPX-A/R/202526/0009,15-07-2025,Asset,Asset for New/Upgrade of facility,24000,R,R10,KORBA BRANCH - R10 (BO),West,NGP,Dom Exp,Ops,No,,Old setup and harddisc also faulty. Unable to repa,Approved,11-08-2025,,,User - Nilambar Sahu ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,2,12000,0,,24000,Old setup and harddisc also faulty. Unable to repa,,0,0,,,
CPX-A/S/202526/0010,30-07-2025,Asset,Asset for New/Upgrade of facility,120269,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-Ops Budget for the branch upgra,Approved,30-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,1,2572,0,,2572,Requirement of MHE-Ops IT assets for the branch up,,0,0,,,
CPX-A/S/202526/0010,30-07-2025,Asset,Asset for New/Upgrade of facility,120269,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-Ops Budget for the branch upgra,Approved,30-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,1,31372,0,,31372,Requirement of MHE-Ops IT assets for the branch up,,0,0,,,
CPX-A/S/202526/0010,30-07-2025,Asset,Asset for New/Upgrade of facility,120269,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-Ops Budget for the branch upgra,Approved,30-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH),Central,IT-Hardware,14411,1,14411,0,,14411,Requirement of MHE-Ops IT assets for the branch up,,0,0,,,
CPX-A/S/202526/0010,30-07-2025,Asset,Asset for New/Upgrade of facility,120269,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-Ops Budget for the branch upgra,Approved,30-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,Wireless Barcode Scanner (Zebra LI4278),Central,IT-Hardware,12340,2,12340,0,,24680,Requirement of MHE-Ops IT assets for the branch up,,0,0,,,
CPX-A/S/202526/0010,30-07-2025,Asset,Asset for New/Upgrade of facility,120269,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-Ops Budget for the branch upgra,Approved,30-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,THINCLIENT,Central,IT-Hardware,23617,2,23617,0,,47234,Requirement of MHE-Ops budget IT assets for the br,,0,0,,,
CPX-A/S/202526/0011,30-07-2025,Asset,Asset for New/Upgrade of facility,292475,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,fy 25-26,Requirement of IT assets for the branch upgradatio,Approved,30-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,6,2572,0,,15432,Requirement of MHE-Ops budget IT assets for the br,,0,0,,,
CPX-A/S/202526/0011,30-07-2025,Asset,Asset for New/Upgrade of facility,292475,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,fy 25-26,Requirement of IT assets for the branch upgradatio,Approved,30-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,6,31372,0,,188232,Requirement of MHE-Ops budget IT assets for the br,,0,0,,,
CPX-A/S/202526/0011,30-07-2025,Asset,Asset for New/Upgrade of facility,292475,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,fy 25-26,Requirement of IT assets for the branch upgradatio,Approved,30-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH),Central,IT-Hardware,14411,1,14411,0,,14411,Requirement of MHE-Ops IT assets for the branch up,,0,0,,,
CPX-A/S/202526/0011,30-07-2025,Asset,Asset for New/Upgrade of facility,292475,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,fy 25-26,Requirement of IT assets for the branch upgradatio,Approved,30-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Wireless Barcode Scanner (Zebra LI4278),Central,IT-Hardware,12340,2,12340,0,,24680,Requirement of MHE-Ops IT assets for the branch up,,0,0,,,
CPX-A/S/202526/0011,30-07-2025,Asset,Asset for New/Upgrade of facility,292475,S,S04,OKHLA BRANCH - S04 (BO),North,SDL,Dom Exp,Ops through IT,Yes,fy 25-26,Requirement of IT assets for the branch upgradatio,Approved,30-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,Central,IT-Hardware,24860,2,24860,0,,49720,Requirement of MHE- IT assets for the branch upgra,,0,0,,,
CPX-A/T/202526/0006,07-08-2025,Asset,Asset for other reasons,57331,T,T04,DHANBAD BRANCH - T04 (BO),East,PAT,Dom Exp,Ops through IT,Yes,fy 25-26,"Requirement to Replacement of Exisitng UPS , Since",Approved,07-08-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,2 KVA UPS upto 2 Hrs Backup (APC SRC2KUXI-IN),Central,Operation,57331,1,57331,0,,57331,"Requirement to Replacement of Exisitng UPS , Since",,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,6 KVA UPS with 1 Hr Backup (APC SRCE6KUXI-IN)-Ops,Central,ITASSETS-OPS,128909,1,128909,0,,128909,Requirement of UPS for New Kanpur city branch. Rai,,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,1,45455,0,,45455,Requirement of Desktop for new Kanpur city branch.,,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,HP 136nw Printer (MFP)-Ops,Central,ITASSETS-OPS,16907,1,16907,0,,16907,Requirement of MFP printer for New Kanpur city Bra,,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,3,24860,0,,74580,Requirement of MFP printer for New Kanpur city Bra,,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11) - OPS,Central,ITASSETS-OPS,2600,3,2600,0,,7800,requirement of Wired scanner for New Kanpur City B,,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITHOUT BLUETOOTH) - OP,Central,ITASSETS-OPS,11011,1,11011,0,,11011,"Requirement of Thermal printer w/O BT, for New Kan",,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,1,14411,0,,14411,"Requirement of Thermal printer with BT, for New Ka",,0,0,,,
CPX-A/U/202526/0006,16-05-2025,Asset,Asset for New/Upgrade of facility,393541,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY25-26,Raised Capex for MHE requirement of IT assets for ,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,THINCLIENT - OPS,Central,ITASSETS-OPS,23617,4,23617,0,,94468,Requirement of Thin client for New Kanpur city bra,,0,0,,,
CPX-A/U/202526/0009,26-05-2025,Asset,Asset for other reasons,57331,U,U15,BAREILLY BRANCH - U15 (BO),North,UPT,Dom Exp,Ops through IT,Yes,FY 25-26,"Below mentioned UPS is the Obsolete model, which i",Approved,26-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,2 KVA UPS with 2 Hrs Backup (APC SRC2KUXI-IN)-Ops,Central,ITASSETS-OPS,57331,1,57331,0,,57331,"Below mentioned UPS is the Obsolete model, which i",,0,0,,,
CPX-A/U/202526/0012,29-05-2025,Asset,Asset for New/Upgrade of facility,145350,U,U11,GHAZIABAD APEX - U11 (HO),North,UPT,Dom Exp,Admin,Yes,FY25-26,"18 new coolers for UP region  Overall, the L1 Vend",Approved,31-05-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY,COOLER-Ops,Local,OPSMHE&FACILITYASSET,0,18,7925,2700,Transportation is added & GST is extra,145350,"18 new coolers for UP region  Overall, the L1 Vend",DCG Tech Limited,7925,145350,7 days,100% after completion of work,Yes
CPX-A/U/202526/0019,03-06-2025,Asset,Asset for other reasons,26300,U,U43,LUCKNOW APEX - U43 (HO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This Capex is in reference of Replacement of Inver,Approved,06-06-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY, INVERTER-OPS,Local,OPSMHE&FACILITYASSET,0,2,12900,500,Ttansportation Charges,26300,"Supply of Inverter unit 2000VA make - Luminous, Mo",P4 Solution,12900,26300,3 Days After Advance,80% Advance,Yes
CPX-A/U/202526/0022,05-06-2025,Asset,Asset for other reasons,80282,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This  Capex in Reference of Infra  Requirements of,Approved,06-06-2025,,,Authority - Aneel Gambhir ,FURINTURE,PLANT & MACHINERY,TABLE-Ops,Local,OPSMHE&FACILITYASSET,0,1,7556,0,,7556,Manifest / Dispatch Table- 5'x3'x2'6'' - Modular  ,DCG tech ,7556,7556,7-10 Days after advance,30Days,Yes
CPX-A/U/202526/0022,05-06-2025,Asset,Asset for other reasons,80282,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This  Capex in Reference of Infra  Requirements of,Approved,06-06-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,PAINTING WORK-Ops,Local,OPSMHE&FACILITYASSET,0,462,15,0,,6930,Providing and fixing of Oil Paints For Wire Mesh P,P4 Solution,15,6930,3 Days After advance,80% advance,Yes
CPX-A/U/202526/0022,05-06-2025,Asset,Asset for other reasons,80282,U,U150,KANPUR CITY BRANCH - U150 (BO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This  Capex in Reference of Infra  Requirements of,Approved,06-06-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,METAL FABRICATION-Ops,Local,OPSMHE&FACILITYASSET,0,462,130,0,,60060,Providing and making of g.i. wire mesh partition i,P4 Solution,130,60060,3 Days after advance,80% advance,Yes
CPX-A/U/202526/0033,25-06-2025,Asset,Asset for New/Upgrade of facility,120000,U,U06,GORAKHPUR BRANCH - U06 (BO),North,UPT,Dom Exp,Ops through IT,No,,"When the branch was relocated to the new facility,",Approved,25-06-2025,,,User - ANKIT PANDEY ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,10,12000,0,,120000,"When the branch was relocated to the new facility,",,0,0,,,
CPX-A/U/202526/0036,31-07-2025,Asset,Asset for other reasons,37050,U,U43,LUCKNOW APEX - U43 (HO),North,UPT,Dom Exp,Admin,Yes,FY 25-26,This is in reference of additional requirement of ,Approved,31-07-2025,,,User - Praveen Asthana ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,3,6222,0,,18666,Supply of  security table - size- 4'x2'x2'6''- Qua,DCG tech Ltd,6222,18666,7 Days after Order,30 days,Yes
CPX-A/U/202526/0037,13-08-2025,Asset,Asset for New/Upgrade of facility,56360,U,U48,MAHANAGAR LUCKNOW BRANCH - U48 (BO),North,UPT,Dom Exp,Ops through IT,Yes,fy 25-26,MHE IT assets requirement for relocation of Mahana,Approved,20-08-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,Central,IT-Hardware,24860,1,24860,0,,24860,MHE IT assets requirement for relocation of Mahana,,0,0,,,
CPX-A/U/202526/0037,13-08-2025,Asset,Asset for New/Upgrade of facility,56360,U,U48,MAHANAGAR LUCKNOW BRANCH - U48 (BO),North,UPT,Dom Exp,Ops through IT,Yes,fy 25-26,MHE IT assets requirement for relocation of Mahana,Approved,20-08-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,ARUBA 2930F 24G POE+ 4SFP SWITCH,Central,IT-Hardware,31500,1,31500,0,,31500,MHE IT assets requirement for relocation of Mahana,,0,0,,,
CPX-A/U/202526/0038,13-08-2025,Asset,Asset for New/Upgrade of facility,67348,U,U48,MAHANAGAR LUCKNOW BRANCH - U48 (BO),North,UPT,Dom Exp,Ops through IT,Yes,fy 25-26,MHE IT assets requirement for relocation of Mahana,Approved,20-08-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,3 KVA UPS upto 1 Hr Backup (APC SRC3KUXI-IN),Central,Operation,67348,1,67348,0,,67348,MHE IT assets requirement for relocation of Mahana,,0,0,,,
CPX-F/A/202526/0006,05-06-2025,Facility,Upgrade,2331824,A,A19,BAKROL APEX - A19 (HO),West,AMD,Dom Exp,Admin,Yes,AMD 25,"Under Budgeted25 Due to space issue, proposed to m",Approved,28-06-2025,,,User - Loresh Fernandes ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,6,45455,0,,272730,"Under Budgeted Due to space issue, proposed to mov",,0,0,,,
CPX-F/A/202526/0006,05-06-2025,Facility,Upgrade,2331824,A,A19,BAKROL APEX - A19 (HO),West,AMD,Dom Exp,Admin,Yes,AMD 25,"Under Budgeted25 Due to space issue, proposed to m",Approved,28-06-2025,,,User - Loresh Fernandes ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,"Under Budgeted Due to space issue, proposed to mov",,0,0,,,
CPX-F/A/202526/0006,05-06-2025,Facility,Upgrade,2331824,A,A19,BAKROL APEX - A19 (HO),West,AMD,Dom Exp,Admin,Yes,AMD 25,"Under Budgeted25 Due to space issue, proposed to m",Approved,28-06-2025,,,User - Loresh Fernandes ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,35,2773,0,,97055,"Under Budgeted Due to space issue, proposed to mov",,0,0,,,
CPX-F/A/202526/0006,05-06-2025,Facility,Upgrade,2331824,A,A19,BAKROL APEX - A19 (HO),West,AMD,Dom Exp,Admin,Yes,AMD 25,"Under Budgeted25 Due to space issue, proposed to m",Approved,28-06-2025,,,User - Loresh Fernandes ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,10,1148,0,,11480,"Under Budgeted Due to space issue, proposed to mov",,0,0,,,
